Make,MSRP,Body Size,Body Style,Engine Aspiration,Drivetrain,Transmission,Horsepower_no,Torque_no
Mercedes-Benz,48700.0,Compact,Passenger Van,Turbocharged,RWD,automatic,188.0,258.0
Mercedes-Benz,44500.0,Large,Cargo Van,Turbocharged,RWD,automatic,188.0,258.0
Mercedes-Benz,47000.0,Large,Cargo Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,56050.0,Large,Cargo Van,Turbocharged,AWD,automatic,211.0,332.0
Mercedes-Benz,49650.0,Large,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,51850.0,Midsize,Passenger Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,49200.0,Midsize,Passenger Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,46700.0,Midsize,Passenger Van,Turbocharged,RWD,automatic,188.0,258.0
Mercedes-Benz,58250.0,Midsize,Passenger Van,Turbocharged,AWD,automatic,211.0,332.0
Mercedes-Benz,61660.0,Compact,Passenger Van,Turbocharged,AWD,automatic,211.0,332.0
Mercedes-Benz,55260.0,Compact,Passenger Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,50110.0,Compact,Passenger Van,Turbocharged,RWD,automatic,188.0,258.0
Mercedes-Benz,52610.0,Compact,Passenger Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,53290.0,Large,Cargo Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,64590.0,Large,Cargo Van,Turbocharged,AWD,automatic,211.0,332.0
Mercedes-Benz,58190.0,Large,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,55540.0,Large,Cargo Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,62340.0,Large,Cargo Van,Turbocharged,AWD,automatic,211.0,332.0
Mercedes-Benz,55940.0,Large,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,50790.0,Large,Cargo Van,Turbocharged,RWD,automatic,188.0,258.0
Mercedes-Benz,56100.0,Large,Passenger Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,53600.0,Large,Passenger Van,Turbocharged,RWD,automatic,188.0,258.0
Mercedes-Benz,65150.0,Large,Passenger Van,Turbocharged,AWD,automatic,211.0,332.0
Mercedes-Benz,58750.0,Large,Passenger Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,61510.0,Compact,Passenger Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,64160.0,Compact,Passenger Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,52470.0,Large,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,49820.0,Large,Cargo Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,54670.0,Midsize,Passenger Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,52020.0,Midsize,Passenger Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,58690.0,Large,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,60940.0,Large,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,56040.0,Large,Cargo Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,58290.0,Large,Cargo Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,58850.0,Large,Passenger Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,61500.0,Large,Passenger Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,55220.0,Midsize,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,61550.0,Midsize,Cargo Van,Turbocharged,AWD,automatic,211.0,332.0
Mercedes-Benz,52570.0,Midsize,Cargo Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,57420.0,Midsize,Passenger Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,63750.0,Midsize,Passenger Van,Turbocharged,AWD,automatic,211.0,332.0
Mercedes-Benz,54770.0,Midsize,Passenger Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,67840.0,Large,Cargo Van,Turbocharged,AWD,automatic,211.0,332.0
Mercedes-Benz,61040.0,Large,Cargo Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,70090.0,Large,Cargo Van,Turbocharged,AWD,automatic,211.0,332.0
Mercedes-Benz,63690.0,Large,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,58790.0,Large,Cargo Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,61440.0,Large,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,64250.0,Large,Passenger Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,61600.0,Large,Passenger Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,70650.0,Large,Passenger Van,Turbocharged,AWD,automatic,211.0,332.0
Mercedes-Benz,57620.0,Midsize,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,54970.0,Midsize,Cargo Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,59820.0,Midsize,Passenger Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,57170.0,Midsize,Passenger Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,63440.0,Large,Cargo Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,61190.0,Large,Cargo Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,63840.0,Large,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,66090.0,Large,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,66650.0,Large,Passenger Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,64000.0,Large,Passenger Van,Turbocharged,RWD,automatic,170.0,295.0
Nissan,53690.0,Midsize,SUV,Electric Motor,FWD,automatic,238.0,221.0
Nissan,43190.0,Midsize,SUV,Electric Motor,FWD,automatic,214.0,221.0
Nissan,47190.0,Midsize,SUV,Electric Motor,AWD,automatic,335.0,413.0
Nissan,51190.0,Midsize,SUV,Electric Motor,AWD,automatic,389.0,442.0
Nissan,50190.0,Midsize,SUV,Electric Motor,FWD,automatic,238.0,221.0
Nissan,54190.0,Midsize,SUV,Electric Motor,AWD,automatic,389.0,442.0
Nissan,60190.0,Midsize,SUV,Electric Motor,AWD,automatic,389.0,442.0
Nissan,60190.0,Midsize,SUV,Electric Motor,AWD,automatic,389.0,442.0
Nissan,54690.0,Midsize,SUV,Electric Motor,FWD,automatic,238.0,221.0
Nissan,47190.0,Midsize,SUV,Electric Motor,FWD,automatic,238.0,221.0
Nissan,25630.0,Midsize,Sedan,Naturally Aspirated,FWD,automatic,188.0,180.0
Nissan,33830.0,Midsize,Sedan,Naturally Aspirated,AWD,automatic,182.0,178.0
Nissan,32330.0,Midsize,Sedan,Naturally Aspirated,FWD,automatic,188.0,180.0
Nissan,27830.0,Midsize,Sedan,Naturally Aspirated,FWD,automatic,188.0,180.0
Nissan,29330.0,Midsize,Sedan,Naturally Aspirated,AWD,automatic,182.0,178.0
Nissan,27930.0,Midsize,Sedan,Naturally Aspirated,AWD,automatic,182.0,178.0
Nissan,26430.0,Midsize,Sedan,Naturally Aspirated,FWD,automatic,188.0,180.0
Nissan,35330.0,Midsize,Sedan,Turbocharged,FWD,automatic,248.0,273.0
Nissan,70370.0,Large,SUV,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,67370.0,Large,SUV,Naturally Aspirated,RWD,automatic,400.0,413.0
Nissan,50700.0,Large,SUV,Naturally Aspirated,RWD,automatic,400.0,413.0
Nissan,53700.0,Large,SUV,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,59120.0,Large,SUV,Naturally Aspirated,RWD,automatic,400.0,413.0
Nissan,62120.0,Large,SUV,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,55300.0,Large,SUV,Naturally Aspirated,RWD,automatic,400.0,413.0
Nissan,58300.0,Large,SUV,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,38720.0,Compact,Pickup Truck,Naturally Aspirated,4WD,automatic,310.0,281.0
Nissan,39100.0,Compact,Pickup Truck,Naturally Aspirated,4WD,automatic,310.0,281.0
Nissan,35720.0,Compact,Pickup Truck,Naturally Aspirated,RWD,automatic,310.0,281.0
Nissan,36100.0,Compact,Pickup Truck,Naturally Aspirated,RWD,automatic,310.0,281.0
Nissan,29190.0,Compact,Pickup Truck,Naturally Aspirated,RWD,automatic,310.0,281.0
Nissan,32390.0,Compact,Pickup Truck,Naturally Aspirated,4WD,automatic,310.0,281.0
Nissan,30490.0,Compact,Pickup Truck,Naturally Aspirated,RWD,automatic,310.0,281.0
Nissan,33490.0,Compact,Pickup Truck,Naturally Aspirated,4WD,automatic,310.0,281.0
Nissan,33870.0,Compact,Pickup Truck,Naturally Aspirated,4WD,automatic,310.0,281.0
Nissan,29570.0,Compact,Pickup Truck,Naturally Aspirated,RWD,automatic,310.0,281.0
Nissan,32770.0,Compact,Pickup Truck,Naturally Aspirated,4WD,automatic,310.0,281.0
Nissan,30870.0,Compact,Pickup Truck,Naturally Aspirated,RWD,automatic,310.0,281.0
Nissan,35090.0,Compact,Pickup Truck,Naturally Aspirated,4WD,automatic,310.0,281.0
Nissan,31890.0,Compact,Pickup Truck,Naturally Aspirated,RWD,automatic,310.0,281.0
Nissan,33290.0,Compact,Pickup Truck,Naturally Aspirated,RWD,automatic,310.0,281.0
Nissan,36290.0,Compact,Pickup Truck,Naturally Aspirated,4WD,automatic,310.0,281.0
Nissan,39120.0,Compact,Pickup Truck,Naturally Aspirated,4WD,automatic,310.0,281.0
Nissan,36120.0,Compact,Pickup Truck,Naturally Aspirated,RWD,automatic,310.0,281.0
Nissan,36500.0,Compact,Pickup Truck,Naturally Aspirated,RWD,automatic,310.0,281.0
Nissan,36670.0,Compact,Pickup Truck,Naturally Aspirated,4WD,automatic,310.0,281.0
Nissan,39500.0,Compact,Pickup Truck,Naturally Aspirated,4WD,automatic,310.0,281.0
Nissan,33670.0,Compact,Pickup Truck,Naturally Aspirated,RWD,automatic,310.0,281.0
Nissan,32270.0,Compact,Pickup Truck,Naturally Aspirated,RWD,automatic,310.0,281.0
Nissan,35470.0,Compact,Pickup Truck,Naturally Aspirated,4WD,automatic,310.0,281.0
Nissan,215740.0,Midsize,Coupe,Twin-Turbo,AWD,automatic,600.0,481.0
Nissan,116040.0,Midsize,Coupe,Twin-Turbo,AWD,automatic,565.0,467.0
Nissan,20590.0,Compact,Hatchback,Naturally Aspirated,FWD,automatic,122.0,114.0
Nissan,23150.0,Compact,Hatchback,Naturally Aspirated,FWD,automatic,122.0,114.0
Nissan,22450.0,Compact,Hatchback,Naturally Aspirated,FWD,automatic,122.0,114.0
Nissan,28040.0,Compact,Hatchback,Electric Motor,FWD,automatic,147.0,236.0
Nissan,36040.0,Compact,Hatchback,Electric Motor,FWD,automatic,214.0,250.0
Nissan,44450.0,Midsize,Sedan,Naturally Aspirated,FWD,automatic,300.0,261.0
Nissan,43500.0,Midsize,Sedan,Naturally Aspirated,FWD,automatic,300.0,261.0
Nissan,38340.0,Midsize,Sedan,Naturally Aspirated,FWD,automatic,300.0,261.0
Nissan,45710.0,Midsize,SUV,Naturally Aspirated,FWD,automatic,260.0,240.0
Nissan,47410.0,Midsize,SUV,Naturally Aspirated,AWD,automatic,260.0,240.0
Nissan,34160.0,Midsize,SUV,Naturally Aspirated,FWD,automatic,260.0,240.0
Nissan,35860.0,Midsize,SUV,Naturally Aspirated,AWD,automatic,260.0,240.0
Nissan,41660.0,Midsize,SUV,Naturally Aspirated,FWD,automatic,260.0,240.0
Nissan,43360.0,Midsize,SUV,Naturally Aspirated,AWD,automatic,260.0,240.0
Nissan,37700.0,Midsize,SUV,Naturally Aspirated,FWD,automatic,260.0,240.0
Nissan,39400.0,Midsize,SUV,Naturally Aspirated,AWD,automatic,260.0,240.0
Nissan,50190.0,Large,SUV,Naturally Aspirated,4WD,automatic,284.0,259.0
Nissan,48290.0,Large,SUV,Naturally Aspirated,FWD,automatic,284.0,259.0
Nissan,43140.0,Large,SUV,Naturally Aspirated,4WD,automatic,295.0,270.0
Nissan,35320.0,Large,SUV,Naturally Aspirated,FWD,automatic,284.0,259.0
Nissan,37220.0,Large,SUV,Naturally Aspirated,4WD,automatic,284.0,259.0
Nissan,43640.0,Large,SUV,Naturally Aspirated,4WD,automatic,284.0,259.0
Nissan,41740.0,Large,SUV,Naturally Aspirated,FWD,automatic,284.0,259.0
Nissan,38140.0,Large,SUV,Naturally Aspirated,FWD,automatic,284.0,259.0
Nissan,40040.0,Large,SUV,Naturally Aspirated,4WD,automatic,284.0,259.0
Nissan,37140.0,Midsize,SUV,Turbocharged,FWD,automatic,201.0,225.0
Nissan,38640.0,Midsize,SUV,Turbocharged,AWD,automatic,201.0,225.0
Nissan,39090.0,Midsize,SUV,Turbocharged,AWD,automatic,201.0,225.0
Nissan,37590.0,Midsize,SUV,Turbocharged,FWD,automatic,201.0,225.0
Nissan,27360.0,Midsize,SUV,Turbocharged,FWD,automatic,201.0,225.0
Nissan,28860.0,Midsize,SUV,Turbocharged,AWD,automatic,201.0,225.0
Nissan,29510.0,Midsize,SUV,Turbocharged,AWD,automatic,201.0,225.0
Nissan,28010.0,Midsize,SUV,Turbocharged,FWD,automatic,201.0,225.0
Nissan,33710.0,Midsize,SUV,Turbocharged,FWD,automatic,201.0,225.0
Nissan,35210.0,Midsize,SUV,Turbocharged,AWD,automatic,201.0,225.0
Nissan,35660.0,Midsize,SUV,Turbocharged,AWD,automatic,201.0,225.0
Nissan,34160.0,Midsize,SUV,Turbocharged,FWD,automatic,201.0,225.0
Nissan,30550.0,Midsize,SUV,Turbocharged,AWD,automatic,201.0,225.0
Nissan,29050.0,Midsize,SUV,Turbocharged,FWD,automatic,201.0,225.0
Nissan,31200.0,Midsize,SUV,Turbocharged,AWD,automatic,201.0,225.0
Nissan,29700.0,Midsize,SUV,Turbocharged,FWD,automatic,201.0,225.0
Nissan,20200.0,Midsize,Sedan,Naturally Aspirated,FWD,automatic,149.0,146.0
Nissan,23090.0,Midsize,Sedan,Naturally Aspirated,FWD,automatic,149.0,146.0
Nissan,21420.0,Midsize,Sedan,Naturally Aspirated,FWD,automatic,149.0,146.0
Nissan,53460.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,62630.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,59320.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,400.0,413.0
Nissan,40350.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,400.0,413.0
Nissan,43640.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,45330.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,42140.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,400.0,413.0
Nissan,49020.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,45730.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,400.0,413.0
Nissan,48840.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,45650.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,400.0,413.0
Nissan,57770.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,65720.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,47990.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,51810.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,15980.0,Compact,Sedan,Naturally Aspirated,FWD,manual,122.0,114.0
Nissan,17650.0,Compact,Sedan,Naturally Aspirated,FWD,automatic,122.0,114.0
Nissan,19970.0,Compact,Sedan,Naturally Aspirated,FWD,automatic,122.0,114.0
Nissan,19270.0,Compact,Sedan,Naturally Aspirated,FWD,automatic,122.0,114.0
Nissan,50990.0,Compact,Coupe,Twin-Turbo,RWD,manual,400.0,350.0
Nissan,50990.0,Compact,Coupe,Twin-Turbo,RWD,automatic,400.0,350.0
Nissan,53990.0,Compact,Coupe,Twin-Turbo,RWD,automatic,400.0,350.0
Nissan,53990.0,Compact,Coupe,Twin-Turbo,RWD,manual,400.0,350.0
Nissan,40990.0,Compact,Coupe,Twin-Turbo,RWD,manual,400.0,350.0
Nissan,40990.0,Compact,Coupe,Twin-Turbo,RWD,automatic,400.0,350.0
